estimator_type,lambda,est,gte,bias,bias_over_GTE,abs_bias_over_GTE,std,std_over_GTE,rmse,rmse_over_GTE
cr,0.1,0.0395,0.04249000000000003,-0.00299000000000003,-0.07036949870557845,0.07036949870557845,0.023931087933835558,0.5632169436063907,0.02399812701024812,0.5647947048775737
cr,1.0,0.044160000000000005,0.043160000000000004,0.0009999999999999972,0.023169601482854428,0.023169601482854428,0.02312972638022859,0.535906542637363,0.02303550303336135,0.5337234252400683
cr,10.0,0.1567,0.0013500000000001844,0.1553499999999998,115.0740740740582,115.0740740740582,0.041693324805456976,30.88394430033428,0.1607935710779506,119.10634894661379
lr,0.1,0.057239999999999985,0.04249000000000003,0.01474999999999997,0.3471405036479162,0.3471405036479162,0.024750928969404055,0.5825118608944232,0.028706182260969486,0.6755985469750404
lr,1.0,0.043429999999999996,0.043160000000000004,0.00026999999999999545,0.006255792400370608,0.006255792400370608,0.01713891843882003,0.3971019100746067,0.01705514585103276,0.39516093260038826
lr,10.0,-0.003500000000000002,0.0013500000000001844,-0.004850000000000185,-3.592592592592239,3.592592592592239,0.04998110754186136,37.02304262359595,0.04996651378673522,37.01223243461363
tsr_est_naive,0.1,0.04718912891658708,0.04249000000000003,0.004699128916587057,0.11059376127528957,0.11059376127528957,0.02353512210556555,0.553897907873983,0.023883985542060317,0.5621083911993481
tsr_est_naive,1.0,0.04675057316324401,0.043160000000000004,0.0035905731632440213,0.08319214928739622,0.08319214928739622,0.02014124985287093,0.46666473245762113,0.02035940720698969,0.4717193514131067
tsr_est_naive,10.0,0.020675343035259683,0.0013500000000001844,0.019325343035259502,14.315068915005083,14.315068915005083,0.04412587018055082,32.68582976336651,0.04796968186708528,35.53309767931758
tsri_1.0,0.1,0.04858273036881378,0.04249000000000003,0.006092730368813749,0.14339210093701446,0.14339210093701446,0.02513046052092207,0.5914441167550495,0.025736083790677086,0.6056974297641108
tsri_1.0,1.0,0.04256021229137088,0.043160000000000004,-0.0005997877086291258,-0.013896842183251292,0.013896842183251292,0.024931209005879442,0.5776461771519796,0.02481348979819885,0.5749186700231429
tsri_1.0,10.0,0.020689531467868543,0.0013500000000001844,0.019339531467868355,14.325578865085713,14.325578865085713,0.04409340903784665,32.66178447247454,0.047945843519222174,35.515439643863424
tsri_2.0,0.1,0.04927071144649395,0.04249000000000003,0.006780711446493913,0.15958370078827744,0.15958370078827744,0.03281040718556909,0.7721912729011312,0.03334269993876664,0.7847187559135471
tsri_2.0,1.0,0.03678585004547723,0.043160000000000004,-0.00637414995452277,-0.14768651423824766,0.14768651423824766,0.04279376302688315,0.9915144352845955,0.04305372086247325,0.9975375547375636
tsri_2.0,10.0,0.020693720676599157,0.0013500000000001844,0.019343720676598973,14.32868198266395,14.32868198266395,0.044053602075706425,32.63229783385216,0.04791129498250409,35.48984813518337
mrd_direct,0.1,0.06357857739635141,0.04249000000000003,0.021088577396351383,0.4963186019381353,0.4963186019381353,0.09984741516041026,2.3499038635069476,0.1015605206154196,2.3902217137072146
mrd_direct,1.0,0.06037380402045122,0.043160000000000004,0.017213804020451213,0.3988369791578131,0.3988369791578131,0.06227612191901494,1.4429129267612357,0.06431055322817396,1.4900498894386922
mrd_direct,10.0,0.46119046784824624,0.0013500000000001844,0.459840467848246,340.622568776432,340.622568776432,4.410586949650495,3267.1014441851053,4.4125046995888715,3268.521999695014
mrd_spillover_seller,0.1,0.0282994612409688,0.04249000000000003,-0.014190538759031233,-0.3339736116505348,0.3339736116505348,0.0750712814655848,1.766798810675094,0.07603099182667403,1.7893855454618492
mrd_spillover_seller,1.0,-0.010991184638138024,0.043160000000000004,-0.054151184638138034,-1.2546613678901304,1.2546613678901304,0.05384520525800047,1.2475719475903722,0.07617521818608172,1.7649494482410035
mrd_spillover_seller,10.0,-0.44054931680411696,0.0013500000000001844,-0.4418993168041175,-327.3328272622645,327.3328272622645,4.40549316804117,3263.3282726226435,4.40562837281049,3263.428424303621
mrd_spillover_buyer,0.1,-0.0203095910257431,0.04249000000000003,-0.06279959102574312,-1.4779851971226896,1.4779851971226896,0.09586517485966979,2.256182039530942,0.11420165964804063,2.68773028119653
mrd_spillover_buyer,1.0,-0.013840065895844012,0.043160000000000004,-0.05700006589584401,-1.3206688113031513,1.3206688113031513,0.04962200805315919,1.1497221513706948,0.07541039556006902,1.7472288127912192
mrd_spillover_buyer,10.0,0.5328269690152568,0.0013500000000001844,0.5314769690152568,393.68664371495123,393.68664371495123,4.405337500476355,3263.2129633153727,4.415359133384948,3270.6363950995146
mrd_avg,0.1,0.07156844761157712,0.04249000000000003,0.029078447611577084,0.6843597931649109,0.6843597931649109,0.07416653605636699,1.7455056732493983,0.07931723920683077,1.8667272112692568
mrd_avg,1.0,0.03554255348646918,0.043160000000000004,-0.007617446513530824,-0.17649320003546856,0.17649320003546856,0.045824076625643646,1.0617255937359509,0.046226323993947806,1.0710455049570853
mrd_avg,10.0,0.5534681200593863,0.0013500000000001844,0.552118120059386,408.97638522911893,408.97638522911893,4.400459264169822,3259.5994549401635,4.413075541701018,3268.9448457040116
